epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,2273.82,0.29701,0.03144,0.05856,0.39866,0.83961,0.86244,0.81695,0.84203,0.77701,0.24797,0.23884,0.25104,0.24116,0.361,0.03143,0.0122,0.34569,0.89069,0.000234386,0.000234386,0.000234386
114,2293.99,0.293,0.0383,0.06711,0.3999,0.83167,0.83785,0.82362,0.83709,0.77877,0.2522,0.22964,0.25175,0.24238,0.3615,0.0329,0.00919,0.33993,0.89301,0.000231782,0.000231782,0.000231782
115,2314.01,0.30888,0.04086,0.04206,0.40119,0.84496,0.95348,0.76543,0.82739,0.77569,0.25289,0.22964,0.24396,0.23676,0.35833,0.03189,0.01102,0.3417,0.89418,0.000229178,0.000229178,0.000229178
116,2334.01,0.31473,0.03322,0.04926,0.40509,0.84435,0.81305,0.82965,0.83739,0.77562,0.23671,0.24803,0.24587,0.23747,0.3657,0.02824,0.00995,0.35668,0.88593,0.000226575,0.000226575,0.000226575
117,2354.18,0.3152,0.04408,0.05136,0.4298,0.8596,0.80504,0.85755,0.83858,0.77722,0.23827,0.24803,0.24964,0.24041,0.35176,0.03041,0.00769,0.35904,0.88677,0.000223971,0.000223971,0.000223971
118,2374.46,0.32595,0.03058,0.05917,0.40555,0.85055,0.81915,0.84728,0.84885,0.78424,0.24041,0.24673,0.24842,0.23966,0.35077,0.03487,0.00838,0.33624,0.88949,0.000221367,0.000221367,0.000221367
119,2394.82,0.30358,0.04262,0.05667,0.40438,0.83601,0.87191,0.81821,0.84082,0.77902,0.32456,0.22505,0.24613,0.23757,0.36339,0.03419,0.01512,0.35622,0.89504,0.000218763,0.000218763,0.000218763
120,2415.2,0.32978,0.04078,0.06014,0.42351,0.85428,0.8586,0.82051,0.83877,0.7748,0.2416,0.22901,0.24283,0.23273,0.36089,0.02996,0.01188,0.38469,0.88515,0.00021616,0.00021616,0.00021616
121,2435.8,0.31514,0.03665,0.05495,0.41251,0.84514,0.87728,0.80182,0.84848,0.77918,0.24901,0.22613,0.2495,0.23955,0.36117,0.02988,0.00761,0.35907,0.88993,0.000213556,0.000213556,0.000213556
122,2456.74,0.3141,0.03149,0.04452,0.3861,0.8495,0.9335,0.79458,0.84495,0.78113,0.24737,0.23424,0.25088,0.24157,0.35892,0.03061,0.00737,0.33398,0.89042,0.000210952,0.000210952,0.000210952
123,2477.68,0.27988,0.02724,0.05009,0.37843,0.83279,0.84999,0.80917,0.83519,0.78075,0.25246,0.22734,0.24455,0.23794,0.35534,0.03007,0.00838,0.33432,0.88543,0.000208349,0.000208349,0.000208349
124,2498.63,0.28042,0.03215,0.04596,0.37977,0.83522,0.83583,0.80635,0.83772,0.77934,0.23287,0.23602,0.24498,0.23737,0.35081,0.02844,0.00649,0.33719,0.88159,0.000205745,0.000205745,0.000205745
125,2519.79,0.31765,0.03931,0.04521,0.42744,0.84278,0.86306,0.81507,0.84301,0.78399,0.25104,0.24114,0.25092,0.24084,0.34972,0.03152,0.00472,0.33509,0.88369,0.000203141,0.000203141,0.000203141
126,2541,0.28152,0.03837,0.04434,0.38008,0.83322,0.87813,0.82262,0.84313,0.78534,0.24337,0.24344,0.25035,0.24106,0.33399,0.02777,0.00565,0.33839,0.88219,0.000200537,0.000200537,0.000200537
127,2561.85,0.2899,0.0312,0.04793,0.36432,0.82958,0.84843,0.8142,0.84068,0.78064,0.23826,0.24805,0.2513,0.24148,0.35912,0.02939,0.00732,0.35261,0.88887,0.000197934,0.000197934,0.000197934
128,2582.5,0.30214,0.03817,0.05654,0.40932,0.84491,0.83623,0.83231,0.84038,0.78003,0.24396,0.24114,0.25143,0.24247,0.35936,0.02764,0.00827,0.33263,0.89044,0.00019533,0.00019533,0.00019533
129,2603.14,0.29409,0.03566,0.06362,0.413,0.84271,0.86116,0.80663,0.83676,0.7869,0.24348,0.23934,0.24938,0.2411,0.34697,0.02969,0.00897,0.34907,0.88254,0.000192726,0.000192726,0.000192726
130,2623.91,0.2873,0.03842,0.05032,0.38001,0.84264,0.82217,0.83498,0.83776,0.78711,0.25029,0.22764,0.24567,0.23924,0.33775,0.02712,0.01012,0.3399,0.88126,0.000190123,0.000190123,0.000190123
131,2644.91,0.30557,0.03674,0.0455,0.39498,0.84637,0.81231,0.84094,0.83529,0.78068,0.24936,0.23884,0.24748,0.2419,0.35427,0.02763,0.00733,0.34558,0.88006,0.000187519,0.000187519,0.000187519
132,2665.96,0.28389,0.03843,0.04763,0.36421,0.82892,0.82714,0.83276,0.83625,0.78725,0.24865,0.23194,0.24669,0.23969,0.33678,0.02849,0.00885,0.34473,0.87859,0.000184915,0.000184915,0.000184915
133,2686.77,0.28826,0.03227,0.04995,0.36214,0.83002,0.86434,0.80247,0.83705,0.786,0.25305,0.23409,0.24861,0.24179,0.35157,0.02777,0.01003,0.3398,0.8842,0.000182312,0.000182312,0.000182312
134,2707.5,0.28675,0.04219,0.05716,0.36004,0.83177,0.82195,0.82447,0.83416,0.78254,0.24806,0.23808,0.25149,0.24262,0.3443,0.02733,0.00778,0.32507,0.88635,0.000179708,0.000179708,0.000179708
135,2728.54,0.27814,0.03278,0.06052,0.36865,0.84003,0.83124,0.83228,0.83274,0.78158,0.24544,0.23654,0.24795,0.23877,0.33945,0.02917,0.01169,0.34512,0.88578,0.000177104,0.000177104,0.000177104
136,2749.79,0.28173,0.0319,0.05127,0.3349,0.84187,0.83642,0.8362,0.83871,0.77591,0.25169,0.24002,0.24786,0.23947,0.36175,0.02861,0.00564,0.35522,0.88659,0.0001745,0.0001745,0.0001745
137,2770.81,0.28756,0.03477,0.06091,0.34151,0.83608,0.86492,0.81885,0.83945,0.78372,0.24811,0.24114,0.24881,0.24056,0.33551,0.03008,0.00583,0.32785,0.88329,0.000171897,0.000171897,0.000171897
138,2791.72,0.27967,0.03237,0.05025,0.3499,0.84843,0.83459,0.84471,0.84192,0.78818,0.24986,0.23424,0.2489,0.24056,0.33546,0.02965,0.00722,0.33313,0.88829,0.000169293,0.000169293,0.000169293
139,2812.84,0.28382,0.04149,0.0529,0.36922,0.84058,0.84787,0.82799,0.83415,0.78272,0.25027,0.23654,0.2496,0.24143,0.33637,0.02949,0.00676,0.32979,0.88536,0.000166689,0.000166689,0.000166689
140,2833.9,0.29176,0.02819,0.05746,0.39021,0.836,0.84843,0.83674,0.8471,0.79035,0.24727,0.24344,0.24717,0.241,0.33504,0.02777,0.00777,0.32991,0.88461,0.000164086,0.000164086,0.000164086
141,2854.81,0.2823,0.02954,0.05239,0.34765,0.83123,0.86722,0.822,0.84467,0.79287,0.24512,0.24344,0.24636,0.24068,0.32483,0.02992,0.00715,0.33039,0.8853,0.000161482,0.000161482,0.000161482
142,2875.66,0.27454,0.02677,0.06276,0.34765,0.838,0.88913,0.79956,0.84424,0.79082,0.25519,0.22964,0.2463,0.23945,0.33496,0.02726,0.00815,0.35392,0.88754,0.000158878,0.000158878,0.000158878
143,2896.56,0.28833,0.02974,0.04702,0.35556,0.84555,0.88238,0.8167,0.85283,0.7907,0.24888,0.23884,0.247,0.241,0.32787,0.02805,0.0065,0.31449,0.88064,0.000156275,0.000156275,0.000156275
144,2917.37,0.25337,0.02511,0.04251,0.34337,0.82522,0.86886,0.83371,0.8496,0.7908,0.25073,0.23884,0.24706,0.24009,0.33889,0.02919,0.00704,0.31299,0.88585,0.000153671,0.000153671,0.000153671
145,2938.56,0.27128,0.03122,0.04292,0.33649,0.83238,0.85219,0.83689,0.85079,0.78427,0.24627,0.23884,0.24858,0.24111,0.34712,0.02664,0.00628,0.32636,0.88915,0.000151067,0.000151067,0.000151067
146,2959.44,0.2801,0.0287,0.04247,0.38415,0.84427,0.86136,0.80924,0.8343,0.77924,0.24702,0.23842,0.24759,0.24076,0.34201,0.02561,0.00588,0.31071,0.8846,0.000148463,0.000148463,0.000148463
147,2980.32,0.27546,0.02809,0.05055,0.35137,0.8371,0.85312,0.81877,0.84051,0.784,0.25385,0.23194,0.24687,0.24052,0.34547,0.02561,0.0103,0.31399,0.88302,0.00014586,0.00014586,0.00014586
148,3001.3,0.26423,0.02879,0.04385,0.3373,0.83201,0.87716,0.80227,0.83434,0.78527,0.24121,0.24583,0.24792,0.23976,0.32873,0.02686,0.00722,0.30742,0.88155,0.000143256,0.000143256,0.000143256
149,3022.15,0.28026,0.03468,0.0514,0.37314,0.84542,0.82012,0.83351,0.83531,0.78407,0.23788,0.25033,0.24588,0.23849,0.33105,0.02676,0.0056,0.3119,0.88074,0.000140652,0.000140652,0.000140652
150,3042.95,0.26786,0.02809,0.0443,0.36703,0.83542,0.81895,0.84218,0.83802,0.78915,0.2406,0.24803,0.2469,0.24043,0.32561,0.02773,0.00602,0.3146,0.8828,0.000138049,0.000138049,0.000138049
151,3063.64,0.28279,0.03217,0.04042,0.33804,0.83425,0.79854,0.85112,0.843,0.78978,0.24048,0.2392,0.24689,0.23945,0.32101,0.02751,0.0061,0.30694,0.87543,0.000135445,0.000135445,0.000135445
152,3084.68,0.25032,0.03144,0.0464,0.33876,0.82615,0.84061,0.82686,0.83395,0.78666,0.23344,0.24675,0.24418,0.23533,0.3313,0.02835,0.00825,0.32464,0.87883,0.000132841,0.000132841,0.000132841
153,3105.8,0.29058,0.03256,0.05161,0.35293,0.83266,0.85114,0.8315,0.83206,0.77842,0.2351,0.24122,0.24407,0.23543,0.34253,0.02688,0.00806,0.32204,0.88389,0.000130238,0.000130238,0.000130238
154,3126.97,0.24393,0.0319,0.04143,0.32238,0.82181,0.8421,0.82387,0.84168,0.78371,0.25174,0.23654,0.2467,0.2391,0.33336,0.02742,0.00822,0.31155,0.88061,0.000127634,0.000127634,0.000127634
155,3147.81,0.25301,0.02731,0.03216,0.3214,0.82572,0.84771,0.82386,0.83343,0.78472,0.23973,0.24802,0.24552,0.23883,0.32293,0.02715,0.00689,0.3206,0.8801,0.00012503,0.00012503,0.00012503
156,3168.77,0.26779,0.02535,0.03856,0.34323,0.83876,0.85305,0.82261,0.83941,0.78569,0.24259,0.23921,0.24786,0.24123,0.32568,0.02654,0.00725,0.30907,0.87887,0.000122426,0.000122426,0.000122426
157,3189.7,0.26469,0.02842,0.04145,0.34467,0.8196,0.82596,0.84458,0.83703,0.78886,0.23891,0.24988,0.24627,0.23809,0.31588,0.02625,0.00767,0.29869,0.87802,0.000119823,0.000119823,0.000119823
158,3210.5,0.24777,0.0243,0.0524,0.31753,0.83167,0.83127,0.84892,0.84019,0.78456,0.23828,0.24574,0.24685,0.23797,0.32303,0.02537,0.00624,0.30886,0.87963,0.000117219,0.000117219,0.000117219
159,3231.52,0.24369,0.02137,0.04219,0.33429,0.83013,0.82752,0.84487,0.83914,0.78532,0.23539,0.25033,0.24887,0.23981,0.32301,0.026,0.00569,0.30448,0.88068,0.000114615,0.000114615,0.000114615
160,3252.44,0.25188,0.02988,0.05174,0.33049,0.82334,0.82935,0.82715,0.84057,0.78381,0.23357,0.24519,0.24892,0.23987,0.32135,0.02687,0.00607,0.29679,0.882,0.000112012,0.000112012,0.000112012
161,3273.27,0.27318,0.02457,0.04137,0.32618,0.82808,0.82705,0.83588,0.83771,0.78418,0.2409,0.24987,0.24683,0.23896,0.32564,0.02709,0.0072,0.30112,0.88461,0.000109408,0.000109408,0.000109408
162,3294.36,0.26492,0.03178,0.05714,0.34355,0.83555,0.82743,0.8391,0.84147,0.79047,0.23717,0.25033,0.24696,0.23965,0.31171,0.0256,0.00602,0.30323,0.8846,0.000106804,0.000106804,0.000106804
163,3315.38,0.25922,0.02789,0.0408,0.32304,0.8195,0.86178,0.8165,0.84288,0.78961,0.25089,0.23424,0.24655,0.23921,0.31141,0.02675,0.0074,0.30974,0.88285,0.000104201,0.000104201,0.000104201
164,3336.24,0.26438,0.02668,0.03811,0.32078,0.8315,0.82475,0.84114,0.84077,0.78413,0.24149,0.24574,0.24573,0.23987,0.32611,0.02562,0.00819,0.3139,0.88513,0.000101597,0.000101597,0.000101597
165,3357.23,0.24492,0.03071,0.05577,0.3364,0.82633,0.8285,0.82232,0.84155,0.78945,0.24521,0.23884,0.24678,0.23989,0.31313,0.02574,0.0078,0.30218,0.88082,9.89932e-05,9.89932e-05,9.89932e-05
166,3378.36,0.23182,0.01908,0.03368,0.30342,0.82217,0.82045,0.82438,0.83598,0.78373,0.24302,0.24803,0.24927,0.23996,0.31569,0.02488,0.00646,0.29448,0.88183,9.63895e-05,9.63895e-05,9.63895e-05
167,3399.23,0.24705,0.02786,0.05225,0.32671,0.82788,0.83418,0.81901,0.83478,0.77894,0.24491,0.24803,0.25013,0.2399,0.32346,0.02512,0.00676,0.29857,0.87944,9.37858e-05,9.37858e-05,9.37858e-05
168,3419.97,0.24239,0.01786,0.04283,0.32594,0.83365,0.85556,0.81165,0.84191,0.78614,0.24149,0.24344,0.24991,0.2409,0.30579,0.02441,0.00769,0.29847,0.87864,9.11821e-05,9.11821e-05,9.11821e-05
169,3440.92,0.23518,0.03766,0.05206,0.29783,0.82183,0.86814,0.81396,0.84463,0.78637,0.24398,0.24613,0.25057,0.24002,0.32264,0.02558,0.00798,0.31448,0.88431,8.85784e-05,8.85784e-05,8.85784e-05
170,3461.66,0.25968,0.02745,0.03163,0.32457,0.82125,0.83749,0.82761,0.83842,0.78445,0.24361,0.24114,0.24863,0.23955,0.31955,0.02552,0.00799,0.30246,0.88734,8.59747e-05,8.59747e-05,8.59747e-05
171,3482.43,0.24902,0.02582,0.04081,0.32296,0.82708,0.82634,0.8297,0.83746,0.78284,0.23806,0.24574,0.24885,0.23919,0.31916,0.02452,0.00777,0.30027,0.88197,8.3371e-05,8.3371e-05,8.3371e-05
172,3503.24,0.24137,0.02344,0.04233,0.32602,0.82451,0.8207,0.84056,0.84213,0.78549,0.24307,0.23236,0.24856,0.23888,0.30978,0.02566,0.00804,0.29261,0.88247,8.07673e-05,8.07673e-05,8.07673e-05
173,3524.02,0.22011,0.02315,0.03591,0.28129,0.82389,0.82209,0.8488,0.83968,0.78309,0.24357,0.23377,0.24686,0.23878,0.31975,0.02588,0.00634,0.3019,0.88817,7.81636e-05,7.81636e-05,7.81636e-05
174,3545.03,0.2473,0.02319,0.04082,0.30114,0.82479,0.83858,0.81902,0.83857,0.78552,0.24109,0.24444,0.24638,0.23826,0.31135,0.02593,0.00572,0.29391,0.8847,7.55599e-05,7.55599e-05,7.55599e-05
175,3565.98,0.23951,0.02385,0.0433,0.31034,0.82681,0.82303,0.83061,0.83407,0.78353,0.24363,0.24103,0.24628,0.23826,0.31563,0.02506,0.00681,0.29954,0.88444,7.29562e-05,7.29562e-05,7.29562e-05
176,3586.95,0.23679,0.02286,0.03705,0.29094,0.82141,0.81821,0.83285,0.83811,0.78447,0.24058,0.24395,0.24621,0.23778,0.30538,0.02483,0.00695,0.28928,0.88407,7.03525e-05,7.03525e-05,7.03525e-05
177,3608.03,0.25159,0.02225,0.04009,0.31784,0.83104,0.85381,0.82478,0.83445,0.77978,0.24093,0.25033,0.24754,0.2379,0.31468,0.02411,0.00608,0.28779,0.88443,6.77488e-05,6.77488e-05,6.77488e-05
178,3628.7,0.24617,0.03023,0.04653,0.30667,0.8212,0.86459,0.82803,0.83507,0.78403,0.23879,0.24888,0.24741,0.23891,0.30759,0.02456,0.00533,0.28965,0.88197,6.51451e-05,6.51451e-05,6.51451e-05
179,3649.61,0.23773,0.02777,0.04146,0.30145,0.82018,0.85545,0.81763,0.83608,0.78543,0.24469,0.24783,0.24785,0.23864,0.3028,0.02362,0.00577,0.28767,0.87891,6.25414e-05,6.25414e-05,6.25414e-05
180,3670.66,0.22397,0.02042,0.03422,0.29243,0.82277,0.85074,0.81721,0.83588,0.78633,0.2456,0.24803,0.24937,0.24049,0.29904,0.02399,0.00577,0.29182,0.87932,5.99377e-05,5.99377e-05,5.99377e-05
181,3691.66,0.23861,0.02195,0.03212,0.29209,0.82266,0.81518,0.83791,0.83007,0.7816,0.24399,0.25008,0.24846,0.23868,0.30979,0.02434,0.00542,0.29801,0.88342,5.7334e-05,5.7334e-05,5.7334e-05
182,3712.61,0.24827,0.02375,0.04255,0.2921,0.82598,0.83235,0.83102,0.83345,0.78594,0.24078,0.25033,0.24877,0.23962,0.3003,0.02478,0.00529,0.29072,0.88041,5.47303e-05,5.47303e-05,5.47303e-05
183,3733.66,0.22711,0.01919,0.03506,0.29474,0.82566,0.8394,0.81475,0.83102,0.7845,0.24244,0.24803,0.24808,0.23998,0.30697,0.02409,0.00528,0.28616,0.87926,5.21266e-05,5.21266e-05,5.21266e-05
184,3754.35,0.22698,0.03474,0.05869,0.29204,0.8096,0.84644,0.82297,0.8319,0.78528,0.24501,0.24515,0.24874,0.23932,0.29638,0.0241,0.00581,0.28409,0.87695,4.95229e-05,4.95229e-05,4.95229e-05
185,3775.08,0.23008,0.0247,0.04233,0.31283,0.81944,0.84226,0.82893,0.83594,0.78283,0.24608,0.23999,0.24795,0.23845,0.29933,0.0245,0.00581,0.29213,0.87977,4.69192e-05,4.69192e-05,4.69192e-05
186,3795.82,0.21908,0.02185,0.04387,0.27924,0.81394,0.85313,0.82932,0.84197,0.78498,0.24541,0.2458,0.24759,0.23935,0.30505,0.02496,0.00526,0.28807,0.87998,4.43155e-05,4.43155e-05,4.43155e-05
187,3816.69,0.22939,0.02884,0.05562,0.28733,0.81737,0.85117,0.83103,0.83905,0.78565,0.24071,0.24803,0.24782,0.23853,0.3066,0.02381,0.00556,0.28789,0.88021,4.17118e-05,4.17118e-05,4.17118e-05
188,3837.83,0.20689,0.0244,0.05305,0.2721,0.8234,0.84628,0.82957,0.83833,0.78304,0.24193,0.24657,0.24735,0.23855,0.30412,0.02283,0.00719,0.28591,0.88251,3.91081e-05,3.91081e-05,3.91081e-05
189,3858.61,0.23524,0.02434,0.03869,0.29676,0.83382,0.84701,0.82137,0.83811,0.78372,0.24714,0.24742,0.2482,0.23979,0.3051,0.02277,0.00719,0.28446,0.88062,3.65044e-05,3.65044e-05,3.65044e-05
190,3879.52,0.22879,0.0221,0.03577,0.30431,0.8224,0.85339,0.824,0.84113,0.78506,0.24069,0.24851,0.24838,0.23974,0.30187,0.02336,0.00727,0.28671,0.87957,3.39007e-05,3.39007e-05,3.39007e-05
191,3899.77,0.19743,0.01453,0.01443,0.20145,0.8015,0.85629,0.82335,0.8409,0.78578,0.24405,0.24344,0.24749,0.23991,0.30355,0.02387,0.00731,0.28857,0.88166,3.1297e-05,3.1297e-05,3.1297e-05
